original,pred_open,pred_high,pred_low
82.512497,97.78,111.14,103.78
82.912498,98.27,110.76,103.32
82.75,98.54,111.77,104.68
82.775002,98.77,111.06,103.51
84.537498,98.36,110.27,103.36
87.087502,97.91,110.25,102.91
86.824997,97.04,109.66,102.94
84.987503,96.9,109.48,101.81
82.6875,95.74,109.21,101.56
83.800003,97.41,109.11,102.76
83.662498,97.05,109.59,103.28
81.887497,97.78,109.74,102.74
79.887497,97.53,109.57,102.51
77.737503,96.45,107.95,101.9
79.512497,96.31,108.16,102.03
78.849998,96.56,108.91,102.24
77.5625,97.54,110.63,103.06
79.487503,97.22,110.01,101.9
83.037498,97.32,112.19,103.53
85.800003,99.52,114.31,105.39
83.262497,101.99,116.35,106.84
84.474998,103.29,116.85,108.57
82.199997,103.67,126.18,109.49
81.800003,111.7,128.15,117.06
81.912498,113.4,129.03,117.08
83.412498,112.18,128.45,116.18
87.675003,111.04,126.24,114.81
89.099998,111.7,127.36,116.22
85.275002,112.53,128.5,116.9
87.175003,112.92,128.14,116.21
87.487503,112.91,127.88,117.89
86.512497,113.06,127.53,117.33
85.262497,112.67,129.11,116.24
86.449997,110.96,131.33,116.39
84.762497,117.54,136.64,122.16
85.362503,123.05,141.39,126.55
86.762497,123.21,139.37,125.85
87.425003,124.63,146.51,128.72
87.599998,128.09,145.22,129.77
86.025002,125.85,144.75,130.2
85.487503,127.25,144.09,129.74
86.8125,126.85,146.09,130.45
87.962502,129.75,147.11,130.94
87.387497,129.05,149.21,132.98
86.625,130.75,150.39,133.99
88.625,130.74,148.35,132.14
92.162498,130.11,155.84,134.33
92.650002,137.33,158.8,139.81
93.5,138.3,156.42,137.56
93.050003,134.15,152.41,131.11
94.287498,127.67,147.47,130.04
93.75,128.54,145.61,130.81
93.762497,126.83,147.09,130.89
94.237503,129.16,147.63,132.49
93.237503,129.15,150.47,133.14
90.974998,133.18,151.69,135.52
89.849998,134.95,153.41,136.18
89.862503,133.66,150.78,131.85
88.8125,129.03,152.05,132.62
90.862503,134.82,153.01,136.26
92.125,135.36,154.43,138.99
88.949997,136.42,155.84,137.62
87.400002,137.33,155.3,138.71
87.862503,136.58,155.01,139.49
87.462502,137.33,155.67,139.28
90.300003,134.54,153.89,137.83
91.1875,136.34,154.46,139.22
91.050003,135.85,154.2,138.02
